,Unnamed: 0,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
0,0,2018-09-03,sh.600000,6.276490448848438,6.359177005098157,6.000868594682704,6.193803892598716,7.90893724,14309539,146457275.0,2,0.050917,1,-0.87125,0
1,1,2018-09-04,sh.600000,6.111117336348997,6.6347988592638885,6.028430780099278,6.5521123030141695,7.84003072,16353060,168632347.0,2,0.058188,1,1.269532,0
2,2,2018-09-05,sh.600000,6.386739190514728,6.5521123030141695,5.86305766759984,5.86305766759984,7.93956236,22729232,232884783.0,2,0.080876,1,-2.4108,0
3,3,2018-09-06,sh.600000,5.86305766759984,6.166241707182142,5.86305766759984,5.918182038432985,7.74815536,10546916,107317753.0,2,0.037528,1,0.197633,0
4,4,2018-09-07,sh.600000,5.945744223849559,6.221366078015286,5.86305766759984,6.055992965515848,7.76346792,8995716,91694437.0,2,0.032009,1,0.493089,0
5,5,2018-09-10,sh.600000,5.973306409266129,6.166241707182142,5.8906198530164104,6.028430780099278,7.80174932,11822813,120376355.0,2,0.042068,1,-0.098128,0
6,6,2018-09-11,sh.600000,6.138679521765567,6.276490448848438,5.477187071767812,5.587435813434105,7.79409304,19689042,199401394.0,2,0.070058,1,-1.571708,0
7,7,2018-09-12,sh.600000,5.504749257184386,5.7252467405169725,5.394500515518093,5.64256018426725,7.67159256,16506103,165231589.0,2,0.058733,1,0.199596,0
8,8,2018-09-13,sh.600000,6.000868594682704,6.359177005098157,5.835495482183266,6.331614819681583,7.68690512,29417198,300441533.0,2,0.104674,1,2.49004,0
9,9,2018-09-14,sh.600000,6.524550117597595,6.524550117597595,6.111117336348997,6.248928263431861,7.87831212,16450780,169083471.0,2,0.058536,1,-0.291543,0
10,10,2018-09-17,sh.600000,6.248928263431861,6.304052634265009,5.8079332967666915,5.945744223849559,7.85534328,10535343,107339083.0,2,0.037487,1,-1.072131,0
11,11,2018-09-18,sh.600000,5.973306409266129,6.248928263431861,5.780371111350121,6.248928263431861,7.7711242,16684789,170045729.0,2,0.059369,1,1.08375,0
12,12,2018-09-19,sh.600000,6.304052634265009,6.331614819681583,6.083555150932423,6.193803892598716,7.85534328,18550643,190221692.0,2,0.066008,1,-0.194936,0
13,13,2018-09-20,sh.600000,6.248928263431861,6.304052634265009,6.028430780099278,6.138679521765567,7.84003072,16307051,166658023.0,2,0.058024,1,-0.195308,0
14,14,2018-09-21,sh.600000,6.193803892598716,6.882858528013045,5.945744223849559,6.882858528013045,7.82471816,37571431,388504217.0,2,0.133688,1,2.641874,0
15,15,2018-09-25,sh.600000,6.57967448843074,6.827734157179897,6.414301375931302,6.496987932181021,8.03143772,15879199,164580504.0,2,0.056502,1,-1.334599,0
16,16,2018-09-26,sh.600000,6.607236673847314,7.075793825929058,6.4694257467644505,6.662361044680459,7.9242498,31175799,326010701.0,2,0.110931,1,0.579705,0
17,17,2018-09-27,sh.600000,6.772609786346752,6.855296342596475,6.57967448843074,6.855296342596475,7.97018748,24182714,252306120.0,2,0.086048,1,0.672427,0
18,18,2018-09-28,sh.600000,6.882858528013045,7.599475348843949,6.745047600930178,7.241166938428496,8.02378144,37430602,396863685.0,2,0.133187,1,1.335881,0
19,19,2018-10-08,sh.600000,6.607236673847314,6.855296342596475,5.945744223849559,5.973306409266129,8.13096936,41957276,432913252.0,2,0.149294,1,-4.33145,0
20,20,2018-10-09,sh.600000,5.752808925933547,6.193803892598716,5.7252467405169725,5.945744223849559,7.77878048,23159026,234661842.0,2,0.082405,1,-0.098427,0
21,21,2018-10-10,sh.600000,5.918182038432985,6.304052634265009,5.8906198530164104,6.000868594682704,7.7711242,18124701,184735118.0,2,0.064492,1,0.197049,0
22,22,2018-10-11,sh.600000,5.53231144260096,5.670122369683828,4.7330080655203375,4.9810677342694945,7.78643676,39056785,386778863.0,2,0.138974,1,-3.63815,0
23,23,2018-10-12,sh.600000,5.256689588435229,5.8079332967666915,5.063754290519217,5.614997998850679,7.5031544,25145127,250805638.0,2,0.089472,1,2.346934,0
24,24,2018-10-15,sh.600000,5.670122369683828,5.973306409266129,5.449624886351241,5.614997998850679,7.67924884,13957844,140122866.0,2,0.049665,1,0.0,0
25,25,2018-10-16,sh.600000,5.614997998850679,6.055992965515848,5.449624886351241,5.670122369683828,7.67924884,15308344,154272073.0,2,0.054471,1,0.199406,0
26,26,2018-10-17,sh.600000,6.028430780099278,6.386739190514728,5.918182038432985,6.331614819681583,7.6945614,26520895,271564080.0,2,0.094368,1,2.388057,0
27,27,2018-10-18,sh.600000,6.496987932181021,6.496987932181021,5.973306409266129,6.055992965515848,7.87831212,22403988,229432798.0,2,0.079719,1,-0.971821,0
28,28,2018-10-19,sh.600000,6.221366078015286,6.7174854155136074,5.7252467405169725,6.57967448843074,7.80174932,40331386,414893373.0,2,0.143509,1,1.864578,0
29,29,2018-10-22,sh.600000,6.414301375931302,7.461664421761082,6.414301375931302,7.241166938428496,7.94721864,47003409,497527573.0,2,0.16725,1,2.312136,0
30,30,2018-10-23,sh.600000,7.296291309261644,7.461664421761082,6.772609786346752,6.772609786346752,8.13096936,38089035,403493088.0,2,0.13553,1,-1.600754,0
31,31,2018-10-24,sh.600000,7.103356011345628,8.426340911341146,6.965545084262768,7.571913163427375,8.0008126,59165552,639391016.0,2,0.210525,1,2.775119,0
32,32,2018-10-25,sh.600000,7.186042567595351,7.985345944675974,7.020669455095913,7.84753501759311,8.22284472,36866593,393987422.0,2,0.13118,1,0.931102,0
33,33,2018-10-26,sh.600000,7.87509720300968,8.233405613425134,7.571913163427375,8.068032500925696,8.29940752,27519309,298733755.0,2,0.09792,1,0.738007,0
34,34,2018-10-29,sh.600000,8.509027467590865,8.619276209257155,7.489226607177656,7.709724090510242,8.36065776,35265959,385116491.0,2,0.125485,1,-1.190477,0
35,35,2018-10-30,sh.600000,8.095594686342263,8.426340911341146,7.985345944675974,8.150719057175412,8.26112612,33086049,363018055.0,2,0.117728,1,1.482853,0
36,36,2018-10-31,sh.600000,8.260967798841705,8.371216540507994,7.930221573842825,8.233405613425134,8.3836266,21737114,237583046.0,2,0.077346,1,0.27397,0
37,37,2018-11-01,sh.600000,8.426340911341146,8.53658965300744,7.902659388426258,7.985345944675974,8.40659544,23505322,257781673.0,2,0.083638,1,-0.819665,0
38,38,2018-11-02,sh.600000,8.56415183842401,8.977584619672609,8.123156871758841,8.784649321756593,8.33768892,47788920,530913675.0,2,0.170045,1,2.662993,0
39,39,2018-11-05,sh.600000,8.701962765506877,8.977584619672609,8.509027467590865,8.674400580090303,8.55972104,17012759,189481162.0,2,0.060536,1,-0.357781,0
40,40,2018-11-06,sh.600000,8.646838394673733,8.701962765506877,8.288529984258279,8.371216540507994,8.52909592,18422477,203565760.0,2,0.065552,1,-0.987438,0
41,41,2018-11-07,sh.600000,8.53658965300744,8.56415183842401,7.930221573842825,8.012908130092548,8.44487684,20843864,228836505.0,2,0.074168,1,-1.178605,0
42,42,2018-11-08,sh.600000,8.426340911341146,8.56415183842401,8.012908130092548,8.453903096757717,8.3453452,19991683,220506116.0,2,0.071135,1,1.467897,0
43,43,2018-11-09,sh.600000,8.260967798841705,8.371216540507994,7.461664421761082,7.599475348843949,8.46784568,25570050,277004944.0,2,0.090984,1,-2.802897,0
44,44,2018-11-12,sh.600000,7.654599719677098,8.150719057175412,7.599475348843949,7.737286275926813,8.230501,27015827,292478247.0,2,0.096129,1,0.465118,0
45,45,2018-11-13,sh.600000,7.406540050927937,8.012908130092548,7.406540050927937,7.792410646759958,8.2687824,20708729,223541479.0,2,0.073687,1,0.185181,0
46,46,2018-11-14,sh.600000,7.930221573842825,7.930221573842825,7.406540050927937,7.461664421761082,8.28409496,17998183,193809658.0,2,0.064042,1,-1.109056,0
47,47,2018-11-15,sh.600000,7.516788792594227,7.764848461343387,7.323853494678218,7.654599719677098,8.1922196,16580059,178144575.0,2,0.058996,1,0.654212,0
48,48,2018-11-16,sh.600000,7.654599719677098,7.87509720300968,7.489226607177656,7.62703753426052,8.24581356,21394417,230509596.0,2,0.076127,1,-0.092853,0
49,49,2018-11-19,sh.600000,7.902659388426258,8.012908130092548,7.654599719677098,7.957783759259403,8.23815728,21384793,231999662.0,2,0.076092,1,1.115241,0
50,50,2018-11-20,sh.600000,7.930221573842825,7.985345944675974,7.323853494678218,7.434102236344511,8.33003264,21883780,234959214.0,2,0.077868,1,-1.746328,0
51,51,2018-11-21,sh.600000,7.2136047530119285,7.516788792594227,7.2136047530119285,7.351415680094789,8.18456332,16027458,170915676.0,2,0.05703,1,-0.280634,0
52,52,2018-11-22,sh.600000,7.5443509780108045,7.5443509780108045,7.103356011345628,7.296291309261644,8.16159448,14008305,148745106.0,2,0.049845,1,-0.187613,0
53,53,2018-11-23,sh.600000,7.186042567595351,7.351415680094789,6.91042071342962,6.91042071342962,8.14628192,14715010,155566104.0,2,0.05236,1,-1.315793,0
54,54,2018-11-26,sh.600000,7.351415680094789,7.351415680094789,6.7174854155136074,6.91042071342962,8.039094,14377396,151609376.0,2,0.051158,1,0.0,0
55,55,2018-11-27,sh.600000,6.91042071342962,7.2136047530119285,6.772609786346752,6.882858528013045,8.039094,15084666,158853285.0,2,0.053675,1,-0.09524,0
56,56,2018-11-28,sh.600000,7.075793825929058,7.241166938428496,6.91042071342962,7.130918196762206,8.03143772,18339621,193914889.0,2,0.065257,1,0.857962,0
57,57,2018-11-29,sh.600000,7.296291309261644,7.599475348843949,7.020669455095913,7.268729123845073,8.10034424,20685685,220670065.0,2,0.073605,1,0.472592,0
58,58,2018-11-30,sh.600000,7.323853494678218,7.599475348843949,7.241166938428496,7.489226607177656,8.13862564,28572651,305468672.0,2,0.101668,1,0.752586,0
59,59,2018-12-03,sh.600000,8.260967798841705,8.426340911341146,7.84753501759311,8.343654355091424,8.19987588,43049070,472438382.0,2,0.153179,1,2.894495,0
60,60,2018-12-04,sh.600000,8.288529984258279,8.509027467590865,8.205843428008556,8.509027467590865,8.43722056,20811293,229713745.0,2,0.074052,1,0.54446,0
61,61,2018-12-05,sh.600000,8.260967798841705,8.56415183842401,8.178281242591986,8.288529984258279,8.48315824,25491217,281189602.0,2,0.090704,1,-0.722021,0
62,62,2018-12-06,sh.600000,7.792410646759958,8.095594686342263,7.792410646759958,8.012908130092548,8.421908,23597997,256533148.0,2,0.083967,1,-0.909094,0
63,63,2018-12-07,sh.600000,8.123156871758841,8.371216540507994,7.957783759259403,7.985345944675974,8.3453452,10580550,115760323.0,2,0.037648,1,-0.091736,0
64,64,2018-12-10,sh.600000,7.654599719677098,8.012908130092548,7.654599719677098,7.819972832176536,8.33768892,15927563,172346141.0,2,0.056674,1,-0.550968,0
65,65,2018-12-11,sh.600000,7.84753501759311,8.012908130092548,7.434102236344511,7.516788792594227,8.29175124,17234222,185675067.0,2,0.061324,1,-1.015694,0
66,66,2018-12-12,sh.600000,7.985345944675974,7.985345944675974,7.461664421761082,7.5443509780108045,8.20753216,12448791,134006589.0,2,0.044296,1,0.093277,0
67,67,2018-12-13,sh.600000,7.62703753426052,7.902659388426258,7.5443509780108045,7.737286275926813,8.21518844,19792340,213866046.0,2,0.070426,1,0.652383,0
68,68,2018-12-14,sh.600000,7.571913163427375,7.737286275926813,7.158480382178777,7.241166938428496,8.2687824,24163831,257441060.0,2,0.085981,1,-1.66667,0
69,69,2018-12-17,sh.600000,7.323853494678218,7.682161905093665,7.241166938428496,7.682161905093665,8.13096936,19746228,211971706.0,2,0.070262,1,1.50659,0
70,70,2018-12-18,sh.600000,7.406540050927937,7.792410646759958,7.020669455095913,7.103356011345628,8.25346984,19451677,207318277.0,2,0.069214,1,-1.948052,0
71,71,2018-12-19,sh.600000,7.158480382178777,7.323853494678218,7.020669455095913,7.020669455095913,8.09268796,13603633,144342542.0,2,0.048405,1,-0.28382,0
72,72,2018-12-20,sh.600000,6.993107269679335,7.158480382178777,5.835495482183266,6.221366078015286,8.06971912,30069914,309207188.0,2,0.106996,1,-2.751423,0
73,73,2018-12-21,sh.600000,6.166241707182142,6.193803892598716,5.53231144260096,5.7252467405169725,7.847687,20885862,209975605.0,2,0.074317,1,-1.756101,0
74,74,2018-12-24,sh.600000,5.477187071767812,5.64256018426725,5.146440846768936,5.2842517738518,7.70987396,22779882,225706451.0,2,0.081056,1,-1.588876,0
75,75,2018-12-25,sh.600000,4.8983811780197755,5.146440846768936,4.429824025938032,4.95350554885292,7.58737348,34810397,337985911.0,2,0.123864,1,-1.210897,0
76,76,2018-12-26,sh.600000,5.008629919686069,5.201565217602081,4.540072767604325,4.622759323854044,7.49549812,20569202,200359184.0,2,0.07319,1,-1.225739,0
77,77,2018-12-27,sh.600000,4.8983811780197755,4.9810677342694945,4.595197138437474,4.595197138437474,7.40362276,27347564,266280883.0,2,0.097309,1,-0.103415,0
78,78,2018-12-28,sh.600000,4.760570250936912,5.394500515518093,4.7330080655203375,4.9810677342694945,7.39596648,27404028,269118592.0,2,0.09751,1,1.449279,0
79,79,2019-01-02,sh.600000,4.8156946217700565,4.95350554885292,4.374699655104884,4.705445880103763,7.5031544,23762822,229625669.0,2,0.084554,1,-1.020412,0
80,80,2019-01-03,sh.600000,4.705445880103763,5.036192105102639,4.595197138437474,5.008629919686069,7.4265916,18654262,181975985.0,2,0.066376,1,1.134027,0
81,81,2019-01-04,sh.600000,4.788132436353482,5.53231144260096,4.705445880103763,5.422062700934667,7.51081068,27172844,268964563.0,2,0.096688,1,1.529048,0
82,82,2019-01-07,sh.600000,5.780371111350121,5.780371111350121,5.311813959268374,5.477187071767812,7.62565488,23597376,235440197.0,2,0.083965,1,0.200798,0
83,83,2019-01-08,sh.600000,5.614997998850679,5.614997998850679,5.2842517738518,5.422062700934667,7.64096744,15104933,150501650.0,2,0.053747,1,-0.200396,0
84,84,2019-01-09,sh.600000,5.697684555100402,5.973306409266129,5.477187071767812,5.504749257184386,7.62565488,23163720,233890281.0,2,0.082422,1,0.301202,0
85,85,2019-01-10,sh.600000,5.366938330101522,5.587435813434105,5.311813959268374,5.422062700934667,7.64862372,15923566,158718755.0,2,0.05666,1,-0.300298,0
86,86,2019-01-11,sh.600000,5.614997998850679,5.945744223849559,5.422062700934667,5.670122369683828,7.62565488,19069069,191290102.0,2,0.067852,1,0.903616,0
87,87,2019-01-14,sh.600000,5.614997998850679,5.8079332967666915,5.559873628017531,5.697684555100402,7.6945614,20352840,204659052.0,2,0.07242,1,0.099505,0
88,88,2019-01-15,sh.600000,5.8079332967666915,5.945744223849559,5.670122369683828,5.835495482183266,7.70221768,15632125,158126136.0,2,0.055623,1,0.49701,0
89,89,2019-01-16,sh.600000,5.8079332967666915,5.945744223849559,5.7252467405169725,5.8906198530164104,7.74049908,12988340,131354721.0,2,0.046216,1,0.197828,0
90,90,2019-01-17,sh.600000,6.000868594682704,6.304052634265009,5.7252467405169725,6.000868594682704,7.75581164,22766048,232114667.0,2,0.081007,1,0.394866,0
91,91,2019-01-18,sh.600000,6.331614819681583,6.745047600930178,6.138679521765567,6.7174854155136074,7.78643676,29087141,300979124.0,2,0.103499,1,2.556541,0
92,92,2019-01-21,sh.600000,6.524550117597595,6.80017197176333,6.359177005098157,6.496987932181021,7.98550004,18947789,196394076.0,2,0.067421,1,-0.767018,0
93,93,2019-01-22,sh.600000,6.57967448843074,6.57967448843074,6.166241707182142,6.221366078015286,7.9242498,16250557,167165417.0,2,0.057823,1,-0.966187,0
94,94,2019-01-23,sh.600000,6.331614819681583,6.4694257467644505,6.221366078015286,6.276490448848438,7.847687,16520327,170289907.0,2,0.058783,1,0.195126,0
95,95,2019-01-24,sh.600000,6.4694257467644505,6.607236673847314,6.276490448848438,6.57967448843074,7.86299956,15006699,155265972.0,2,0.053397,1,1.071077,0
96,96,2019-01-25,sh.600000,6.772609786346752,7.075793825929058,6.57967448843074,6.91042071342962,7.94721864,19696587,206935398.0,2,0.070085,1,1.156068,0
97,97,2019-01-28,sh.600000,6.993107269679335,7.351415680094789,6.607236673847314,6.689923230097033,8.039094,21769073,229185387.0,2,0.07746,1,-0.761904,0
98,98,2019-01-29,sh.600000,6.607236673847314,7.268729123845073,6.57967448843074,7.130918196762206,7.97784376,23768004,250301612.0,2,0.084572,1,1.535507,0
99,99,2019-01-30,sh.600000,7.158480382178777,7.296291309261644,6.827734157179897,6.91042071342962,8.10034424,16054256,169387635.0,2,0.057125,1,-0.756143,0
100,100,2019-01-31,sh.600000,7.158480382178777,7.5443509780108045,6.93798289884619,7.5443509780108045,8.039094,25131034,267614893.0,2,0.089422,1,2.190472,0
101,101,2019-02-01,sh.600000,7.792410646759958,7.792410646759958,7.241166938428496,7.654599719677098,8.21518844,19119343,204604273.0,2,0.068031,1,0.372795,0
102,102,2019-02-11,sh.600000,7.241166938428496,7.5443509780108045,7.241166938428496,7.461664421761082,8.24581356,20216568,215903077.0,2,0.071935,1,-0.64996,0
103,103,2019-02-12,sh.600000,7.489226607177656,7.5443509780108045,7.268729123845073,7.516788792594227,8.1922196,16769601,179099038.0,2,0.05967,1,0.18692,0
104,104,2019-02-13,sh.600000,7.571913163427375,8.095594686342263,7.406540050927937,7.902659388426258,8.20753216,30248695,325845959.0,2,0.107632,1,1.305964,0
