,Unnamed: 0,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
105,105,2019-02-14,sh.600000,7.87509720300968,8.040470315509118,7.737286275926813,7.792410646759958,8.31472008,19815286,215023175.0,2,0.070508,1,-0.368324,0
106,106,2019-02-15,sh.600000,7.682161905093665,7.87509720300968,7.351415680094789,7.351415680094789,8.28409496,17758789,190960435.0,2,0.06319,1,-1.478742,0
107,107,2019-02-18,sh.600000,7.599475348843949,7.930221573842825,7.461664421761082,7.84753501759311,8.16159448,20102219,217621153.0,2,0.071529,1,1.688558,0
108,108,2019-02-19,sh.600000,7.87509720300968,8.178281242591986,7.682161905093665,7.737286275926813,8.29940752,25952745,281465131.0,2,0.092346,1,-0.369003,0
109,109,2019-02-20,sh.600000,8.068032500925696,8.068032500925696,7.764848461343387,7.819972832176536,8.2687824,22286311,242111573.0,2,0.0793,1,0.277775,0
110,110,2019-02-21,sh.600000,7.819972832176536,8.095594686342263,7.599475348843949,7.709724090510242,8.29175124,25402390,275374197.0,2,0.090388,1,-0.369344,0
111,111,2019-02-22,sh.600000,7.62703753426052,8.31609216967485,7.62703753426052,8.31609216967485,8.26112612,25907438,281913760.0,2,0.092185,1,2.038927,0
112,112,2019-02-25,sh.600000,8.371216540507994,10.906937598832734,8.371216540507994,10.824251042583015,8.42956428,93712264,1075040678.0,2,0.333451,1,8.265212,0
113,113,2019-02-26,sh.600000,10.796688857166437,11.458181307164196,9.94226110925267,10.080072036335537,9.12628576,83643265,990289721.0,2,0.297623,1,-2.265105,0
114,114,2019-02-27,sh.600000,10.245445148834975,11.23768382383161,10.135196407168685,10.57619137383385,8.9195662,71201603,843023417.0,2,0.253353,1,1.545067,0
115,115,2019-02-28,sh.600000,10.57619137383385,10.824251042583015,10.162758592585256,10.3281317050847,9.05737924,39393414,464139463.0,2,0.140171,1,-0.760779,0
116,116,2019-03-01,sh.600000,10.521067003000702,11.210121638415032,9.94226110925267,11.099872896748742,8.98847272,63254621,747753342.0,2,0.225075,1,2.385015,0
117,117,2019-03-04,sh.600000,11.37549475091447,12.092111571745377,10.906937598832734,11.099872896748742,9.20284856,85024777,1030561509.0,2,0.302539,1,0.0,0
118,118,2019-03-05,sh.600000,11.072310711332172,11.15499726758189,10.68644011550014,10.989624155082453,9.20284856,54564202,652552200.0,2,0.194153,1,-0.332786,0
119,119,2019-03-06,sh.600000,11.017186340499023,11.458181307164196,10.658877930083577,11.099872896748742,9.17222344,53693164,644243050.0,2,0.191053,1,0.333898,0
120,120,2019-03-07,sh.600000,11.12743508216532,11.15499726758189,10.68644011550014,10.714002300916718,9.20284856,52618824,628390863.0,2,0.187231,1,-1.164728,0
121,121,2019-03-08,sh.600000,10.273007334251552,10.273007334251552,9.280768659254914,9.666639255086938,9.09566064,52670531,609490591.0,2,0.187415,1,-3.198654,0
122,122,2019-03-11,sh.600000,9.5012661425875,9.914698923836099,9.280768659254914,9.583952698837216,8.804722,39922020,457056506.0,2,0.142052,1,-0.260867,0
123,123,2019-03-12,sh.600000,9.914698923836099,10.190320778001826,9.391017400921207,9.5012661425875,8.78175316,52211807,602940683.0,2,0.185782,1,-0.261558,0
124,124,2019-03-13,sh.600000,9.418579586337778,9.832012367586376,9.115395546755476,9.5012661425875,8.75878432,41373014,472974759.0,2,0.147215,1,0.0,0
125,125,2019-03-14,sh.600000,9.556390513420645,9.887136738419521,9.473703957170923,9.556390513420645,8.75878432,34337899,395468492.0,2,0.122183,1,0.174829,0
126,126,2019-03-15,sh.600000,9.583952698837216,9.94226110925267,9.473703957170923,9.473703957170923,8.77409688,33769320,388244487.0,2,0.120159,1,-0.261778,0
127,127,2019-03-18,sh.600000,9.52882832800407,9.94226110925267,9.308330844671485,9.914698923836099,8.75112804,43879562,503915219.0,2,0.156134,1,1.399824,0
128,128,2019-03-19,sh.600000,10.024947665502388,10.135196407168685,9.694201440503512,9.804450182169806,8.87362852,27500231,318521475.0,2,0.097852,1,-0.345125,0
129,129,2019-03-20,sh.600000,9.721763625920083,10.052509850918959,9.639077069670368,9.804450182169806,8.8430034,27325424,315587208.0,2,0.09723,1,0.0,0
130,130,2019-03-21,sh.600000,9.832012367586376,9.914698923836099,9.5012661425875,9.556390513420645,8.8430034,35037035,403573243.0,2,0.12467,1,-0.779222,0
131,131,2019-03-22,sh.600000,9.639077069670368,9.694201440503512,9.142957732172047,9.363455215504633,8.77409688,35436446,403972783.0,2,0.126091,1,-0.610818,0
132,132,2019-03-25,sh.600000,9.060271175922331,9.087833361338902,8.31609216967485,8.371216540507994,8.72050292,57716577,642860108.0,2,0.20537,1,-3.160673,0
133,133,2019-03-26,sh.600000,8.591714023840584,8.674400580090303,8.371216540507994,8.53658965300744,8.44487684,30795722,341425280.0,2,0.109579,1,0.543975,0
134,134,2019-03-27,sh.600000,8.591714023840584,8.95002243425603,8.398778725924572,8.509027467590865,8.49081452,42124489,469246326.0,2,0.149889,1,-0.090173,0
135,135,2019-03-28,sh.600000,8.371216540507994,8.426340911341146,8.012908130092548,8.371216540507994,8.48315824,29296120,321585861.0,2,0.104243,1,-0.451265,0
136,136,2019-03-29,sh.600000,8.233405613425134,9.115395546755476,8.233405613425134,9.060271175922331,8.44487684,60526266,678436536.0,2,0.215367,1,2.266546,0
137,137,2019-04-01,sh.600000,9.280768659254914,9.721763625920083,9.087833361338902,9.5012661425875,8.63628384,70637405,808657530.0,2,0.251345,1,1.418438,0
138,138,2019-04-02,sh.600000,9.666639255086938,9.721763625920083,9.418579586337778,9.5012661425875,8.75878432,46714710,534896816.0,2,0.166222,1,0.0,0
139,139,2019-04-03,sh.600000,9.308330844671485,9.776887996753231,9.225644288421769,9.666639255086938,8.75878432,50271029,575799446.0,2,0.178876,1,0.524479,0
140,140,2019-04-04,sh.600000,9.804450182169806,10.245445148834975,9.776887996753231,10.245445148834975,8.804722,75232527,876099547.0,2,0.267696,1,1.826087,0
141,141,2019-04-08,sh.600000,10.465942632167561,10.934499784249304,10.080072036335537,10.273007334251552,8.96550388,77870373,920513531.0,2,0.277082,1,0.085399,0
142,142,2019-04-09,sh.600000,10.273007334251552,10.355693890501264,9.639077069670368,9.776887996753231,8.97316016,56895992,660406225.0,2,0.20245,1,-1.535839,0
143,143,2019-04-10,sh.600000,9.666639255086938,9.832012367586376,9.446141771754352,9.611514884253793,8.83534712,41027539,470666649.0,2,0.145986,1,-0.519934,0
144,144,2019-04-11,sh.600000,9.583952698837216,9.914698923836099,9.25320647383834,9.583952698837216,8.78940944,50172794,575765348.0,2,0.178527,1,-0.087102,0
145,145,2019-04-12,sh.600000,9.583952698837216,9.832012367586376,9.473703957170923,9.639077069670368,8.78175316,26273690,301752036.0,2,0.093488,1,0.174364,0
146,146,2019-04-15,sh.600000,10.135196407168685,10.410818261334413,9.556390513420645,9.583952698837216,8.79706572,70509167,823853432.0,2,0.250889,1,-0.17406,0
147,147,2019-04-16,sh.600000,9.556390513420645,11.017186340499023,9.473703957170923,10.906937598832734,8.78175316,100665400,1188260123.0,2,0.358192,1,4.184826,0
148,148,2019-04-17,sh.600000,10.934499784249304,11.292808194664758,10.714002300916718,10.796688857166437,9.1492546,68157211,816127043.0,2,0.24252,1,-0.334728,0
149,149,2019-04-18,sh.600000,10.796688857166437,11.182559452998468,10.603753559250428,10.796688857166437,9.11862948,43048980,513835270.0,2,0.153179,1,0.0,0
150,150,2019-04-19,sh.600000,11.072310711332172,11.595992234247063,10.658877930083577,11.072310711332172,9.11862948,56013041,672739660.0,2,0.199308,1,0.839634,0
151,151,2019-04-22,sh.600000,11.099872896748742,11.23768382383161,10.162758592585256,10.245445148834975,9.19519228,53389418,631192357.0,2,0.189972,1,-2.49792,0
152,152,2019-04-23,sh.600000,10.162758592585256,10.493504817584139,10.024947665502388,10.217882963418397,8.96550388,33847719,396659664.0,2,0.120438,1,-0.085399,0
153,153,2019-04-24,sh.600000,10.383256075917842,10.410818261334413,9.694201440503512,9.997385480085818,8.9578476,38201108,444929313.0,2,0.135929,1,-0.68376,0
154,154,2019-04-25,sh.600000,9.832012367586376,10.190320778001826,9.611514884253793,9.776887996753231,8.89659736,40876129,473973527.0,2,0.145447,1,-0.688468,0
155,155,2019-04-26,sh.600000,9.473703957170923,9.832012367586376,9.060271175922331,9.170519917588624,8.83534712,42469581,485267261.0,2,0.151117,1,-1.906415,0
156,156,2019-04-29,sh.600000,9.25320647383834,9.776887996753231,9.225644288421769,9.611514884253793,8.66690896,38586938,442046727.0,2,0.137302,1,1.413426,0
157,157,2019-04-30,sh.600000,10.217882963418397,11.292808194664758,10.217882963418397,10.962061969665882,8.78940944,123474738,1466714710.0,2,0.439353,1,4.268299,0
158,158,2019-05-06,sh.600000,10.355693890501264,10.658877930083577,9.776887996753231,10.493504817584139,9.16456716,124545414,1460217054.0,2,0.443163,1,-1.420218,0
159,159,2019-05-07,sh.600000,10.54862918841728,10.879375413416156,9.94226110925267,10.493504817584139,9.0344104,85489922,1010271124.0,2,0.304194,1,0.0,0
160,160,2019-05-08,sh.600000,10.052509850918959,10.43838044675099,9.639077069670368,9.694201440503512,9.0344104,58500103,677487368.0,2,0.208158,1,-2.457627,0
161,161,2019-05-09,sh.600000,9.611514884253793,9.832012367586376,8.56415183842401,8.619276209257155,8.81237828,64128049,722119098.0,2,0.228183,1,-3.388361,0
162,162,2019-05-10,sh.600000,8.922460248839464,9.446141771754352,8.453903096757717,9.170519917588624,8.51378336,48550722,548884302.0,2,0.172755,1,1.79856,0
163,163,2019-05-13,sh.600000,8.839773692589741,9.391017400921207,8.701962765506877,9.142957732172047,8.66690896,40284963,455643057.0,2,0.143344,1,-0.088333,0
164,164,2019-05-14,sh.600000,8.784649321756593,9.5012661425875,8.757087136340026,8.867335878006315,8.65925268,41888998,473151522.0,2,0.149051,1,-0.884177,0
165,165,2019-05-15,sh.600000,9.060271175922331,9.446141771754352,8.922460248839464,9.170519917588624,8.58268988,34404465,389533437.0,2,0.122419,1,0.981264,0
166,166,2019-05-16,sh.600000,9.060271175922331,9.280768659254914,8.894898063422886,9.115395546755476,8.66690896,34141755,385015233.0,2,0.121485,1,-0.176674,0
167,167,2019-05-17,sh.600000,9.170519917588624,9.25320647383834,8.839773692589741,8.95002243425603,8.6515964,38399831,433108021.0,2,0.136636,1,-0.530977,0
168,168,2019-05-20,sh.600000,9.060271175922331,9.5012661425875,8.977584619672609,9.225644288421769,8.60565872,34904438,396448397.0,2,0.124198,1,0.889683,0
169,169,2019-05-21,sh.600000,9.198082103005191,9.52882832800407,9.142957732172047,9.170519917588624,8.68222152,32975873,374972621.0,2,0.117336,1,-0.176371,0
