,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
334,2020-01-17,sh.600000,9.6467979400,9.7020578300,9.5994323200,9.6546922100,9.6310094000,17593111,215028083.0000,2,0.062600,1,0.245900,0
335,2020-01-20,sh.600000,9.6783750200,9.6862692900,9.6231151300,9.6704807500,9.6546922100,23734609,290296136.0000,2,0.084500,1,0.163500,0
336,2020-01-21,sh.600000,9.6310094000,9.6704807500,9.5047010800,9.5362781600,9.6704807500,31787474,384580844.0000,2,0.113100,1,-1.387800,0
337,2020-01-22,sh.600000,9.2362959000,9.3468156800,9.1968245500,9.2915557900,9.5362781600,78133556,917203481.0000,2,0.278000,1,-2.566200,0
338,2020-01-23,sh.600000,9.2757672500,9.2757672500,8.9363136400,8.9599964500,9.2915557900,76534796,879151046.0000,2,0.272300,1,-3.568400,0
339,2020-02-03,sh.600000,8.0679439400,8.4389746300,8.0679439400,8.2653006900,8.9599964500,95367382,997686058.0000,2,0.339300,1,-7.753300,0
340,2020-02-04,sh.600000,8.2968777700,8.4784459800,8.2731949600,8.4152918200,8.2653006900,66783767,710434836.0000,2,0.237600,1,1.814700,0
341,2020-02-05,sh.600000,8.4389746300,8.5100230600,8.3521376600,8.4468689000,8.4152918200,45046658,481639081.0000,2,0.160300,1,0.375200,0
342,2020-02-06,sh.600000,8.5337058700,8.5731772200,8.4073975500,8.5179173300,8.4468689000,38023801,408101901.0000,2,0.135300,1,0.841100,0
343,2020-02-07,sh.600000,8.4705517100,8.6126485700,8.4231860900,8.5731772200,8.5179173300,31896956,342581621.0000,2,0.113500,1,0.648700,0
344,2020-02-10,sh.600000,8.4942345200,8.5573886800,8.4547631700,8.5021287900,8.5731772200,34032121,366391170.0000,2,0.121100,1,-0.828700,0
345,2020-02-11,sh.600000,8.5416001400,8.6442256500,8.5100230600,8.5731772200,8.5021287900,34856302,378583345.0000,2,0.124000,1,0.835600,0
346,2020-02-12,sh.600000,8.5573886800,8.5889657600,8.4942345200,8.5731772200,8.5731772200,26313927,284693716.0000,2,0.093600,1,0.000000,0
347,2020-02-13,sh.600000,8.5416001400,8.5889657600,8.4942345200,8.4942345200,8.5731772200,22630613,244794981.0000,2,0.080500,1,-0.920800,0
348,2020-02-14,sh.600000,8.4942345200,8.5889657600,8.4784459800,8.5731772200,8.4942345200,22360549,242102421.0000,2,0.079600,1,0.929400,0
349,2020-02-17,sh.600000,8.5889657600,8.8494766700,8.5731772200,8.8257938600,8.5731772200,41343320,457641227.0000,2,0.147100,1,2.946600,0
350,2020-02-18,sh.600000,8.7547454300,8.8257938600,8.7152740800,8.7310626200,8.8257938600,30162703,334474238.0000,2,0.107300,1,-1.073300,0
351,2020-02-19,sh.600000,8.7468511600,8.8731594800,8.7152740800,8.7705339700,8.7310626200,25100157,279375283.0000,2,0.089300,1,0.452100,0
352,2020-02-20,sh.600000,8.8178995900,8.8968422900,8.7310626200,8.8652652100,8.7705339700,36656416,408938116.0000,2,0.130400,1,1.080100,0
353,2020-02-21,sh.600000,8.8652652100,8.9915735300,8.8494766700,8.9205251000,8.8652652100,38949418,439706991.0000,2,0.138600,1,0.623300,0
354,2020-02-24,sh.600000,8.8652652100,8.9521021800,8.7626397000,8.8100053200,8.9205251000,44738622,501186013.0000,2,0.159200,1,-1.238900,0
355,2020-02-25,sh.600000,8.7389568900,8.8021110500,8.6915912700,8.7547454300,8.8100053200,48324564,535241824.0000,2,0.172000,1,-0.627200,0
356,2020-02-26,sh.600000,8.6915912700,8.9442079100,8.6915912700,8.8415824000,8.7547454300,51906287,581437742.0000,2,0.184700,1,0.991900,0
357,2020-02-27,sh.600000,8.8415824000,8.9205251000,8.7863225100,8.8494766700,8.8415824000,33029824,370549707.0000,2,0.117500,1,0.089300,0
358,2020-02-28,sh.600000,8.7705339700,8.8257938600,8.5652829500,8.5652829500,8.8494766700,50137988,550529618.0000,2,0.178400,1,-3.211400,0
359,2020-03-02,sh.600000,8.6442256500,8.7626397000,8.6205428400,8.7152740800,8.5652829500,39245056,432698824.0000,2,0.139600,1,1.751100,0
360,2020-03-03,sh.600000,8.7863225100,8.8652652100,8.7152740800,8.7310626200,8.7152740800,39332460,437422565.0000,2,0.140000,1,0.181200,0
361,2020-03-04,sh.600000,8.6915912700,8.7626397000,8.6442256500,8.7073798100,8.7310626200,34628358,381014627.0000,2,0.123200,1,-0.271300,0
362,2020-03-05,sh.600000,8.7468511600,8.9363136400,8.7073798100,8.9363136400,8.7073798100,73047882,819311470.0000,2,0.259900,1,2.629200,0
363,2020-03-06,sh.600000,8.8652652100,8.9047365600,8.7705339700,8.7784282400,8.9363136400,41587820,464404003.0000,2,0.148000,1,-1.766800,0
364,2020-03-09,sh.600000,8.6836970000,8.6836970000,8.4863402500,8.5100230600,8.7784282400,59495242,644379973.0000,2,0.211700,1,-3.057600,0
365,2020-03-10,sh.600000,8.4547631700,8.6521199200,8.4468689000,8.5810714900,8.5100230600,44761737,485896696.0000,2,0.159300,1,0.834900,0
366,2020-03-11,sh.600000,8.6284371100,8.6284371100,8.5021287900,8.5021287900,8.5810714900,31688826,343734180.0000,2,0.112800,1,-0.920000,0
367,2020-03-12,sh.600000,8.4863402500,8.4863402500,8.3758204700,8.3995032800,8.5021287900,32632350,348157969.0000,2,0.116100,1,-1.207100,0
368,2020-03-13,sh.600000,8.2100408000,8.4705517100,8.1153095600,8.4468689000,8.3995032800,57457109,603756305.0000,2,0.204400,1,0.563900,0
369,2020-03-16,sh.600000,8.4468689000,8.5100230600,8.2889835000,8.2968777700,8.4468689000,47649924,507308318.0000,2,0.169500,1,-1.775700,0
370,2020-03-17,sh.600000,8.4310803600,8.4389746300,8.1232038300,8.2337236100,8.2968777700,42139008,440636619.0000,2,0.149900,1,-0.761200,0
371,2020-03-18,sh.600000,8.2100408000,8.2889835000,8.0521554000,8.0600496700,8.2337236100,33176646,343553119.0000,2,0.118100,1,-2.109300,0
372,2020-03-19,sh.600000,8.0442611300,8.1626751800,7.7837502200,7.8469043800,8.0600496700,55707113,558047012.0000,2,0.198200,1,-2.644500,0
373,2020-03-20,sh.600000,7.9890012400,8.0363668600,7.8626929200,7.9653184300,7.8469043800,42609358,428744766.0000,2,0.151600,1,1.509100,0
374,2020-03-23,sh.600000,7.8547986500,7.8547986500,7.7521731400,7.7679616800,7.9653184300,28286030,279043930.0000,2,0.100600,1,-2.477700,0
375,2020-03-24,sh.600000,7.9179528100,7.9968955100,7.8784814600,7.9416356200,7.7679616800,28990754,291586379.0000,2,0.103200,1,2.235800,0
376,2020-03-25,sh.600000,8.0521554000,8.1074152900,7.9890012400,8.0126840500,7.9416356200,32172278,327768574.0000,2,0.114500,1,0.894600,0
377,2020-03-26,sh.600000,7.9732127000,8.1863579900,7.9574241600,8.0758382100,8.0126840500,30921803,315960382.0000,2,0.110000,1,0.788200,0
378,2020-03-27,sh.600000,8.1705694500,8.1942522600,8.0521554000,8.0837324800,8.0758382100,27107951,278718751.0000,2,0.096500,1,0.097800,0
379,2020-03-30,sh.600000,8.0363668600,8.1153095600,7.9811069700,8.1153095600,8.0837324800,26046018,265782024.0000,2,0.092700,1,0.390600,0
380,2020-03-31,sh.600000,8.1310981000,8.1784637200,7.9968955100,8.0126840500,8.1153095600,26144854,267681227.0000,2,0.093000,1,-1.264600,0
381,2020-04-01,sh.600000,7.9811069700,8.0995210200,7.9653184300,7.9653184300,8.0126840500,22479192,228559545.0000,2,0.080000,1,-0.591100,0
382,2020-04-02,sh.600000,7.9653184300,8.0521554000,7.9495298900,8.0521554000,7.9653184300,17042135,172675321.0000,2,0.060600,1,1.090200,0
383,2020-04-03,sh.600000,7.9968955100,8.0600496700,7.9890012400,8.0126840500,8.0521554000,14842382,150706819.0000,2,0.052800,1,-0.490200,0
384,2020-04-07,sh.600000,8.1310981000,8.1547809100,8.0758382100,8.1153095600,8.0126840500,23825611,244911012.0000,2,0.084800,1,1.280800,0
385,2020-04-08,sh.600000,8.0916267500,8.1232038300,8.0363668600,8.0837324800,8.1153095600,17952255,183606904.0000,2,0.063900,1,-0.389100,0
386,2020-04-09,sh.600000,8.0995210200,8.1232038300,8.0363668600,8.0521554000,8.0837324800,13569586,138881044.0000,2,0.048300,1,-0.390600,0
387,2020-04-10,sh.600000,8.0679439400,8.0837324800,8.0126840500,8.0600496700,8.0521554000,16625528,169625912.0000,2,0.059200,1,0.098000,0
388,2020-04-13,sh.600000,8.0126840500,8.0679439400,7.9732127000,7.9811069700,8.0600496700,11966986,121315470.0000,2,0.042600,1,-0.979400,0
389,2020-04-14,sh.600000,8.0284725900,8.0916267500,7.9890012400,8.0916267500,7.9811069700,17792926,181192027.0000,2,0.063300,1,1.384800,0
390,2020-04-15,sh.600000,8.0521554000,8.1074152900,8.0126840500,8.0363668600,8.0916267500,14945608,152284659.0000,2,0.053200,1,-0.682900,0
391,2020-04-16,sh.600000,7.9732127000,8.0363668600,7.9732127000,8.0205783200,8.0363668600,14403197,145969853.0000,2,0.051300,1,-0.196500,0
392,2020-04-17,sh.600000,8.0363668600,8.0758382100,8.0126840500,8.0521554000,8.0205783200,22744411,231788988.0000,2,0.080900,1,0.393700,0
393,2020-04-20,sh.600000,8.0126840500,8.0442611300,7.9653184300,7.9811069700,8.0521554000,23503715,237574344.0000,2,0.083600,1,-0.882400,0
394,2020-04-21,sh.600000,7.9495298900,7.9890012400,7.9021642700,7.9179528100,7.9811069700,17557525,176508085.0000,2,0.062500,1,-0.791300,0
395,2020-04-22,sh.600000,7.9100585400,7.9495298900,7.8784814600,7.9495298900,7.9179528100,15802441,158372535.0000,2,0.056200,1,0.398800,0
396,2020-04-23,sh.600000,7.9732127000,7.9732127000,7.9021642700,7.9416356200,7.9495298900,16878643,169579075.0000,2,0.060100,1,-0.099300,0
397,2020-04-24,sh.600000,7.9416356200,7.9653184300,7.9021642700,7.9416356200,7.9416356200,16973113,170599170.0000,2,0.060400,1,0.000000,0
398,2020-04-27,sh.600000,8.0126840500,8.2258293400,8.0126840500,8.1626751800,7.9416356200,50342806,520243997.0000,2,0.179100,1,2.783300,0
399,2020-04-28,sh.600000,8.1784637200,8.1942522600,8.0679439400,8.1547809100,8.1626751800,29222578,301584635.0000,2,0.104000,1,-0.096700,0
400,2020-04-29,sh.600000,8.1705694500,8.3758204700,8.1547809100,8.3758204700,8.1547809100,35056836,367739389.0000,2,0.124700,1,2.710500,0
401,2020-04-30,sh.600000,8.3521376600,8.5179173300,8.3363491200,8.3916090100,8.3758204700,30906971,330157488.0000,2,0.110000,1,0.188500,0
402,2020-05-06,sh.600000,8.2416178800,8.2810892300,8.1784637200,8.2574064200,8.3916090100,41378362,431336740.0000,2,0.147200,1,-1.599200,0
403,2020-05-07,sh.600000,8.2495121500,8.2574064200,8.1863579900,8.2021465300,8.2574064200,26211656,272516386.0000,2,0.093300,1,-0.669200,0
404,2020-05-08,sh.600000,8.2416178800,8.2810892300,8.2100408000,8.2416178800,8.2021465300,20927670,218698514.0000,2,0.074500,1,0.481200,0
405,2020-05-11,sh.600000,8.2416178800,8.3205605800,8.2258293400,8.2337236100,8.2416178800,21472495,224819916.0000,2,0.076400,1,-0.095800,0
406,2020-05-12,sh.600000,8.2416178800,8.2731949600,8.1626751800,8.1626751800,8.2337236100,19405945,201474588.0000,2,0.069100,1,-0.862900,0
407,2020-05-13,sh.600000,8.1389923700,8.2021465300,8.1153095600,8.1942522600,8.1626751800,15574310,160783648.0000,2,0.055400,1,0.386800,0
408,2020-05-14,sh.600000,8.1468866400,8.1784637200,8.1074152900,8.1310981000,8.1942522600,15892376,163558192.0000,2,0.056500,1,-0.770700,0
409,2020-05-15,sh.600000,8.1784637200,8.1942522600,8.0995210200,8.1153095600,8.1310981000,13753770,141846602.0000,2,0.048900,1,-0.194200,0
410,2020-05-18,sh.600000,8.1153095600,8.2337236100,8.0916267500,8.1468866400,8.1153095600,15675941,162140715.0000,2,0.055800,1,0.389100,0
411,2020-05-19,sh.600000,8.2495121500,8.2495121500,8.1626751800,8.1705694500,8.1468866400,12576997,130445254.0000,2,0.044800,1,0.290700,0
412,2020-05-20,sh.600000,8.1863579900,8.2258293400,8.1547809100,8.2179350700,8.1705694500,20046300,208195248.0000,2,0.071300,1,0.579700,0
413,2020-05-21,sh.600000,8.2416178800,8.2416178800,8.1547809100,8.1547809100,8.2179350700,14361684,149140643.0000,2,0.051100,1,-0.768500,0
414,2020-05-22,sh.600000,8.1310981000,8.1626751800,8.0047897800,8.0047897800,8.1547809100,23722915,243204611.0000,2,0.084400,1,-1.839300,0
415,2020-05-25,sh.600000,8.1310981000,8.1389923700,7.9968955100,8.1074152900,8.0047897800,15722012,160438358.0000,2,0.055900,1,1.282100,0
416,2020-05-26,sh.600000,8.1468866400,8.1468866400,8.0916267500,8.1074152900,8.1074152900,14372249,147713417.0000,2,0.051100,1,0.000000,0
417,2020-05-27,sh.600000,8.1153095600,8.1942522600,8.0916267500,8.1705694500,8.1074152900,20145712,208419130.0000,2,0.071700,1,0.779000,0
418,2020-05-28,sh.600000,8.1784637200,8.3284548500,8.1784637200,8.3126663100,8.1705694500,38263189,401358593.0000,2,0.136100,1,1.739100,0
419,2020-05-29,sh.600000,8.2495121500,8.3442433900,8.2495121500,8.3442433900,8.3126663100,30659227,322828566.0000,2,0.109100,1,0.379900,0
420,2020-06-01,sh.600000,8.3916090100,8.4626574400,8.3442433900,8.4073975500,8.3442433900,28612841,304346423.0000,2,0.101800,1,0.756900,0
421,2020-06-02,sh.600000,8.3521376600,8.4784459800,8.3521376600,8.4310803600,8.4073975500,25922545,276609954.0000,2,0.092200,1,0.281700,0
422,2020-06-03,sh.600000,8.4863402500,8.5810714900,8.4468689000,8.4468689000,8.4310803600,27352188,294473001.0000,2,0.097300,1,0.187300,0
423,2020-06-04,sh.600000,8.5258116000,8.5258116000,8.3995032800,8.3995032800,8.4468689000,17559033,187688384.0000,2,0.062500,1,-0.560700,0
424,2020-06-05,sh.600000,8.4310803600,8.4389746300,8.3363491200,8.4231860900,8.3995032800,20958291,222668156.0000,2,0.074600,1,0.282000,0
425,2020-06-08,sh.600000,8.3995032800,8.4626574400,8.3679262000,8.3758204700,8.4231860900,18251152,194265349.0000,2,0.064900,1,-0.562300,0
426,2020-06-09,sh.600000,8.3837147400,8.4626574400,8.3521376600,8.4310803600,8.3758204700,17263160,184089097.0000,2,0.061400,1,0.659800,0
427,2020-06-10,sh.600000,8.4547631700,8.4547631700,8.3521376600,8.3521376600,8.4310803600,16693480,177440922.0000,2,0.059400,1,-0.936300,0
428,2020-06-11,sh.600000,8.3521376600,8.3758204700,8.2495121500,8.2731949600,8.3521376600,25171455,264822302.0000,2,0.089600,1,-0.945200,0
429,2020-06-12,sh.600000,8.3521376600,8.3521376600,8.2337236100,8.3284548500,8.2731949600,25514482,267574331.0000,2,0.090800,1,0.667900,0
430,2020-06-15,sh.600000,8.2179350700,8.2810892300,8.1705694500,8.1705694500,8.3284548500,25497883,265574307.0000,2,0.090700,1,-1.895700,0
431,2020-06-16,sh.600000,8.2416178800,8.2889835000,8.2100408000,8.2495121500,8.1705694500,17682742,184966297.0000,2,0.062900,1,0.966200,0
432,2020-06-17,sh.600000,8.2416178800,8.2968777700,8.2337236100,8.2653006900,8.2495121500,16148594,169024390.0000,2,0.057500,1,0.191400,0
433,2020-06-18,sh.600000,8.2258293400,8.3442433900,8.2021465300,8.2889835000,8.2653006900,20856551,218713603.0000,2,0.074200,1,0.286500,0
434,2020-06-19,sh.600000,8.3363491200,8.4310803600,8.2889835000,8.3758204700,8.2889835000,39814479,422462428.0000,2,0.141700,1,1.047600,0
435,2020-06-22,sh.600000,8.3442433900,8.4152918200,8.3126663100,8.3284548500,8.3758204700,24611903,260728901.0000,2,0.087600,1,-0.565500,0
436,2020-06-23,sh.600000,8.2968777700,8.3442433900,8.2653006900,8.2731949600,8.3284548500,19602212,206109220.0000,2,0.069700,1,-0.663500,0
437,2020-06-24,sh.600000,8.3205605800,8.3758204700,8.2889835000,8.3679262000,8.2731949600,22873884,241489165.0000,2,0.081400,1,1.145000,0
438,2020-06-29,sh.600000,8.3916090100,8.4705517100,8.2810892300,8.3442433900,8.3679262000,27875619,295223647.0000,2,0.099200,1,-0.283000,0
439,2020-06-30,sh.600000,8.3600319300,8.3995032800,8.3205605800,8.3521376600,8.3442433900,22886764,242601910.0000,2,0.081400,1,0.094600,0
440,2020-07-01,sh.600000,8.3600319300,8.4942345200,8.3284548500,8.4784459800,8.3521376600,36690710,390832225.0000,2,0.130600,1,1.512300,0
441,2020-07-02,sh.600000,8.4705517100,8.7231683500,8.4468689000,8.7231683500,8.4784459800,60951268,663308323.0000,2,0.216900,1,2.886400,0
442,2020-07-03,sh.600000,8.7468511600,8.8889480200,8.6994855400,8.8336881300,8.7231683500,82238477,916157920.0000,2,0.292600,1,1.267000,0
443,2020-07-06,sh.600000,8.9205251000,9.7178463700,8.9126308300,9.6310094000,8.8336881300,149558001,1776417981.0000,2,0.532200,1,9.025900,0
444,2020-07-07,sh.600000,9.8283661500,10.0178286300,9.5520667000,9.5599609700,9.6310094000,131469759,1621839646.0000,2,0.467800,1,-0.737700,0
445,2020-07-08,sh.600000,9.6073265900,9.8204718800,9.4968068100,9.5836437800,9.5599609700,104879230,1282339816.0000,2,0.373200,1,0.247700,0
446,2020-07-09,sh.600000,9.6783750200,9.6783750200,9.4257583800,9.4652297300,9.5836437800,91311738,1101713242.0000,2,0.324900,1,-1.235600,0
447,2020-07-10,sh.600000,9.4573354600,9.5441724300,9.1178818500,9.1573532000,9.4652297300,78611864,925839420.0000,2,0.279700,1,-3.252700,0
448,2020-07-13,sh.600000,9.1573532000,9.3547099500,9.1257761200,9.2047188200,9.1573532000,96564333,1128297577.0000,2,0.343600,1,0.517200,0
449,2020-07-14,sh.600000,9.1652474700,9.2284016300,8.9442079100,8.9836792600,9.2047188200,79944260,919482272.0000,2,0.284500,1,-2.401400,0
450,2020-07-15,sh.600000,9.0547276900,9.0547276900,8.7942167800,8.8257938600,8.9836792600,92438310,1042128861.0000,2,0.328900,1,-1.757500,0
451,2020-07-16,sh.600000,8.8810537500,9.0626219600,8.8415824000,8.8415824000,8.8257938600,96614162,1094090004.0000,2,0.343800,1,0.178900,0
452,2020-07-17,sh.600000,8.9757849900,8.9915735300,8.8178995900,8.8968422900,8.8415824000,68639480,771657319.0000,2,0.244200,1,0.625000,0
453,2020-07-20,sh.600000,8.9363136400,9.1336703900,8.8968422900,9.0941990400,8.8968422900,78766518,901216619.0000,2,0.280300,1,2.218300,0
454,2020-07-21,sh.600000,9.1494589300,9.1652474700,8.9994678000,9.1099875800,9.0941990400,55004587,632576750.4800,2,0.195700,1,0.173600,0
455,2020-07-22,sh.600000,9.1178818500,9.2757672500,9.0784105000,9.1731417400,9.1099875800,98687637,1147395851.0800,2,0.351200,1,0.693200,0
456,2020-07-23,sh.600000,9.1481639200,9.1481639200,8.8318488800,9.0233027200,9.1731361600,86806896,937319747.4400,2,0.308900,1,-1.633400,0
457,2020-07-24,sh.600000,8.9733582400,8.9900064000,8.6570432000,8.6736913600,9.0233027200,72886391,769923511.0200,2,0.259300,1,-3.874500,0
458,2020-07-27,sh.600000,8.7819044000,8.7819044000,8.5904505600,8.6320709600,8.6736913600,44655910,465608566.0200,2,0.158900,1,-0.479800,0
459,2020-07-28,sh.600000,8.7069876800,8.7735803200,8.6154228000,8.6487191200,8.6320709600,32599274,339999710.6400,2,0.116000,1,0.192900,0
460,2020-07-29,sh.600000,8.6154228000,8.7735803200,8.5904505600,8.7486080800,8.6487191200,45256602,474093212.7100,2,0.161000,1,1.155000,0
461,2020-07-30,sh.600000,8.7486080800,8.7652562400,8.6570432000,8.6570432000,8.7486080800,40443481,422561053.5800,2,0.143900,1,-1.046600,0
462,2020-07-31,sh.600000,8.6653672800,8.7569321600,8.5821264800,8.6237468800,8.6570432000,65368427,679850126.0200,2,0.232600,1,-0.384600,0
463,2020-08-03,sh.600000,8.6570432000,8.7236358400,8.6320709600,8.6653672800,8.6237468800,56272005,586201746.4000,2,0.200200,1,0.482600,0
464,2020-08-04,sh.600000,8.7069876800,8.9234137600,8.6820154400,8.8734692800,8.6653672800,88522454,937235108.7800,2,0.315000,1,2.401500,0
465,2020-08-05,sh.600000,8.8568211200,8.8568211200,8.6986636000,8.7486080800,8.8734692800,46011280,483338972.0200,2,0.163700,1,-1.407100,0
466,2020-08-06,sh.600000,8.7985525600,8.8484970400,8.6653672800,8.7652562400,8.7486080800,42484232,445698833.1400,2,0.151200,1,0.190300,0
467,2020-08-07,sh.600000,8.7486080800,8.7652562400,8.6237468800,8.6820154400,8.7652562400,44271966,461730420.8800,2,0.157500,1,-0.949700,0
468,2020-08-10,sh.600000,8.6736913600,8.7985525600,8.6487191200,8.7569321600,8.6820154400,48973967,514604347.7700,2,0.174300,1,0.862900,0
469,2020-08-11,sh.600000,8.8068766400,8.8901174400,8.6986636000,8.7153117600,8.7569321600,63673224,676102351.1700,2,0.226600,1,-0.475300,0
470,2020-08-12,sh.600000,8.7319599200,8.8235248000,8.7069876800,8.7902284800,8.7153117600,43268629,455458282.1200,2,0.154000,1,0.859600,0
471,2020-08-13,sh.600000,8.8235248000,8.8318488800,8.7402840000,8.7486080800,8.7902284800,25798477,271625415.1200,2,0.091800,1,-0.473500,0
472,2020-08-14,sh.600000,8.7652562400,8.8235248000,8.7236358400,8.8152007200,8.7486080800,37584530,396506222.6300,2,0.133700,1,0.761200,0
473,2020-08-17,sh.600000,8.8152007200,9.1398398400,8.7985525600,9.0233027200,8.8152007200,98742699,1066482968.3100,2,0.351300,1,2.360700,0
474,2020-08-18,sh.600000,9.0316268000,9.0316268000,8.8484970400,8.8984415200,9.0233027200,54091961,580056196.3200,2,0.192500,1,-1.383800,0
475,2020-08-19,sh.600000,8.8984415200,8.9400619200,8.7985525600,8.8068766400,8.8984415200,43448106,462151805.4300,2,0.154600,1,-1.029000,0
476,2020-08-20,sh.600000,8.7902284800,8.7985525600,8.6820154400,8.7153117600,8.8068766400,53539028,559975457.1000,2,0.190500,1,-1.039700,0
477,2020-08-21,sh.600000,8.7902284800,8.7902284800,8.6986636000,8.7402840000,8.7153117600,31451520,329790600.6200,2,0.111900,1,0.286500,0
478,2020-08-24,sh.600000,8.7985525600,8.7985525600,8.6903395200,8.7069876800,8.7402840000,38982822,408922474.8500,2,0.138700,1,-0.381000,0
479,2020-08-25,sh.600000,8.7236358400,8.7486080800,8.6653672800,8.6986636000,8.7069876800,37897250,396122405.2800,2,0.134800,1,-0.095600,0
480,2020-08-26,sh.600000,8.6903395200,8.6986636000,8.6154228000,8.6320709600,8.6986636000,39278732,408174291.9000,2,0.139800,1,-0.765600,0
481,2020-08-27,sh.600000,8.6403950400,8.6570432000,8.5904505600,8.6154228000,8.6320709600,30462492,315213297.1200,2,0.108400,1,-0.192900,0
482,2020-08-28,sh.600000,8.6154228000,8.7069876800,8.5821264800,8.7069876800,8.6154228000,53131203,552429110.6800,2,0.189100,1,1.062800,0
483,2020-08-31,sh.600000,8.7069876800,8.7486080800,8.5904505600,8.6237468800,8.7069876800,80037356,835524366.2700,2,0.284800,1,-0.956000,0
484,2020-09-01,sh.600000,8.5821264800,8.6237468800,8.5405060800,8.5654783200,8.6237468800,53931233,555922098.7400,2,0.191900,1,-0.675700,0
485,2020-09-02,sh.600000,8.5571542400,8.5654783200,8.4239689600,8.4739134400,8.5654783200,56787081,578763478.8800,2,0.202100,1,-1.069000,0
486,2020-09-03,sh.600000,8.4822375200,8.5155338400,8.4156448800,8.4239689600,8.4739134400,40832020,414701608.0100,2,0.145300,1,-0.589400,0
487,2020-09-04,sh.600000,8.3823485600,8.4489412000,8.3324040800,8.3823485600,8.4239689600,38443982,387141417.9400,2,0.131000,1,-0.494100,0
488,2020-09-07,sh.600000,8.3823485600,8.4572652800,8.3324040800,8.3324040800,8.3823485600,58564585,589509231.0200,2,0.199500,1,-0.595800,0
489,2020-09-08,sh.600000,8.3823485600,8.3989967200,8.3324040800,8.3657004000,8.3324040800,52972540,532346432.8700,2,0.180500,1,0.399600,0
490,2020-09-09,sh.600000,8.3324040800,8.3906726400,8.3240800000,8.3324040800,8.3657004000,49418500,496009217.1600,2,0.168400,1,-0.398000,0
491,2020-09-10,sh.600000,8.3740244800,8.3740244800,8.2741355200,8.2907836800,8.3324040800,54169916,540727380.9400,2,0.184600,1,-0.499500,0
492,2020-09-11,sh.600000,8.2824596000,8.2907836800,8.1992188000,8.2574873600,8.2907836800,49947642,494619679.9000,2,0.170200,1,-0.401600,0
493,2020-09-14,sh.600000,8.2824596000,8.2824596000,8.2075428800,8.2408392000,8.2574873600,38851230,384257705.8000,2,0.132400,1,-0.201600,0
494,2020-09-15,sh.600000,8.2491632800,8.2574873600,8.1992188000,8.2075428800,8.2408392000,46601549,459933677.8500,2,0.158800,1,-0.404000,0
495,2020-09-16,sh.600000,8.2158669600,8.2408392000,8.1575984000,8.2075428800,8.2075428800,51470657,507227129.4500,2,0.175400,1,0.000000,0
496,2020-09-17,sh.600000,8.2158669600,8.2325151200,8.1575984000,8.1825706400,8.2075428800,43171675,424496711.8200,2,0.147100,1,-0.304300,0
497,2020-09-18,sh.600000,8.1908947200,8.2741355200,8.1575984000,8.2741355200,8.1825706400,95230581,941630507.9200,2,0.324400,1,1.119000,0
498,2020-09-21,sh.600000,8.2741355200,8.2991077600,8.1825706400,8.1908947200,8.2741355200,55998716,553037614.4800,2,0.190800,1,-1.006000,0
499,2020-09-22,sh.600000,8.1659224800,8.1908947200,8.0660335200,8.0743576000,8.1908947200,65952098,643194146.4000,2,0.224700,1,-1.422800,0
500,2020-09-23,sh.600000,8.0826816800,8.0910057600,8.0077649600,8.0160890400,8.0743576000,41909587,404393340.1600,2,0.142800,1,-0.721600,0
501,2020-09-24,sh.600000,7.9994408800,8.0077649600,7.8745796800,7.9078760000,8.0160890400,53858739,512493256.0400,2,0.183500,1,-1.349900,0
502,2020-09-25,sh.600000,7.9078760000,7.9328482400,7.8745796800,7.8829037600,7.9078760000,29487505,279750442.3200,2,0.100500,1,-0.315800,0
503,2020-09-28,sh.600000,7.8995519200,7.9328482400,7.8745796800,7.8745796800,7.8829037600,26257827,249063489.4100,2,0.089500,1,-0.105600,0
504,2020-09-29,sh.600000,7.9078760000,7.9245241600,7.8496074400,7.8496074400,7.8745796800,32988266,312583584.9800,2,0.112400,1,-0.317100,0
505,2020-09-30,sh.600000,7.8662556000,7.8995519200,7.7830148000,7.8163111200,7.8496074400,39006807,367745388.5700,2,0.132900,1,-0.424200,0
506,2020-10-09,sh.600000,7.8579315200,7.8912278400,7.8246352000,7.8412833600,7.8163111200,39772687,375559366.0100,2,0.135500,1,0.319500,0
507,2020-10-12,sh.600000,7.8662556000,8.0160890400,7.8412833600,7.9827927200,7.8412833600,66671637,637356691.4000,2,0.227100,1,1.804700,0
508,2020-10-13,sh.600000,7.9744686400,7.9827927200,7.9245241600,7.9411723200,7.9827927200,28059097,267595710.6100,2,0.095600,1,-0.521400,0
509,2020-10-14,sh.600000,7.9411723200,7.9578204800,7.9078760000,7.9328482400,7.9411723200,42969217,409511681.6600,2,0.146400,1,-0.104800,0
510,2020-10-15,sh.600000,7.9411723200,8.0910057600,7.9328482400,8.0077649600,7.9328482400,66146732,637856656.3500,2,0.225400,1,0.944400,0
511,2020-10-16,sh.600000,7.9994408800,8.1326261600,7.9911168000,8.0910057600,8.0077649600,74850236,726361115.9100,2,0.255000,1,1.039500,0
512,2020-10-19,sh.600000,8.0993298400,8.2658114400,8.0244131200,8.0327372000,8.0910057600,84532385,826077895.1900,2,0.288000,1,-0.720200,0
